"Deep Reinforcement Learning (RL) demonstrates excellent performance on tasks that can be solved by trained policy. It plays a dominant role among cutting-edge machine learning approaches using multi-layer Neural networks (NNs). At the same time, Deep RL suffers from high sensitivity to noisy, incomplete, and misleading input data. Following biological intuition, we involve Spiking Neural Networks (SNNs) to address some deficiencies of deep RL solutions. Previous studies in image classification domain demonstrated that standard NNs (with ReLU nonlinearity) trained using supervised learning can be converted to SNNs with negligible deterioration in performance. In this paper, we extend those conversion results to the domain of Q-Learning NNs trained using RL. We provide a proof of principle of the conversion of standard NN to SNN. In addition, we show that the SNN has improved robustness to occlusion in the input image. Finally, we introduce results with converting full-scale Deep Q-network to SNN, paving the way for future research to robust Deep RL applications.",0
"Cutting-edge machine learning approaches, particularly Deep Reinforcement Learning (RL), have shown remarkable performance in solving tasks that can be accomplished by trained policy. However, Deep RL is vulnerable to noisy, incomplete, and misleading input data. To address this issue, we incorporate Spiking Neural Networks (SNNs) based on biological intuition. Previous studies have shown that standard Neural Networks (NNs) trained using supervised learning can be converted to SNNs with minimal degradation in performance. In this study, we extend this approach to Q-Learning NNs trained using RL, demonstrating the potential for converting standard NN to SNN. Furthermore, our results show that SNNs have improved resistance to occlusion in input images. Finally, we present the conversion of full-scale Deep Q-network to SNN, opening up possibilities for robust applications of Deep RL in the future.",1
"Most e-commerce product feeds provide blended results of advertised products and recommended products to consumers. The underlying advertising and recommendation platforms share similar if not exactly the same set of candidate products. Consumers' behaviors on the advertised results constitute part of the recommendation model's training data and therefore can influence the recommended results. We refer to this process as Leverage. Considering this mechanism, we propose a novel perspective that advertisers can strategically bid through the advertising platform to optimize their recommended organic traffic. By analyzing the real-world data, we first explain the principles of Leverage mechanism, i.e., the dynamic models of Leverage. Then we introduce a novel Leverage optimization problem and formulate it with a Markov Decision Process. To deal with the sample complexity challenge in model-free reinforcement learning, we propose a novel Hybrid Training Leverage Bidding (HTLB) algorithm which combines the real-world samples and the emulator-generated samples to boost the learning speed and stability. Our offline experiments as well as the results from the online deployment demonstrate the superior performance of our approach.",0
"E-commerce product feeds typically display a mix of advertised and recommended products to consumers, with the advertising and recommendation platforms sharing a common set of products. The behavior of consumers when using the advertised products can influence the recommendations they receive, a process known as Leverage. With this in mind, we propose a new approach whereby advertisers can strategically bid on advertising platforms to optimize their organic traffic recommendations. Our research analyzes real-world data to explain the Leverage mechanism and introduce a novel Leverage optimization problem, formulated using a Markov Decision Process. To overcome the challenges of sample complexity in model-free reinforcement learning, we have developed a Hybrid Training Leverage Bidding (HTLB) algorithm that combines real-world and emulator-generated samples to enhance learning speed and stability. Our offline experiments and online deployment demonstrate the superior performance of our approach.",1
"We start with a brief introduction to reinforcement learning (RL), about its successful stories, basics, an example, issues, the ICML 2019 Workshop on RL for Real Life, how to use it, study material and an outlook. Then we discuss a selection of RL applications, including recommender systems, computer systems, energy, finance, healthcare, robotics, and transportation.",0
"The initial part of our discussion covers a concise overview of reinforcement learning (RL), encompassing its triumphs, fundamentals, a case study, concerns, the ICML 2019 Workshop on RL for Real Life, utilization, educational resources, and prospects. Afterward, we delve into various RL implementations such as recommender systems, computer systems, energy, finance, healthcare, robotics, and transportation.",1
"This paper proposes a cascading failure mitigation strategy based on Reinforcement Learning (RL) method. Firstly, the principles of RL are introduced. Then, the Multi-Stage Cascading Failure (MSCF) problem is presented and its challenges are investigated. The problem is then tackled by the RL based on DC-OPF (Optimal Power Flow). Designs of the key elements of the RL framework (rewards, states, etc.) are also discussed in detail. Experiments on the IEEE 118-bus system by both shallow and deep neural networks demonstrate promising results in terms of reduced system collapse rates.",0
"The objective of this paper is to propose a strategy for mitigating cascading failures through the utilization of Reinforcement Learning (RL) approach. The initial section introduces the principles of RL, followed by an overview of the Multi-Stage Cascading Failure (MSCF) issue, along with an exploration of its challenges. The RL based on DC-OPF (Optimal Power Flow) is implemented to address the problem. The framework's crucial components, including rewards and states, are also thoroughly discussed. Experiments conducted on the IEEE 118-bus network using shallow and deep neural networks exhibit positive outcomes, particularly in terms of diminishing system collapse rates.",1
"In this paper, we show how novel transfer reinforcement learning techniques can be applied to the complex task of target driven navigation using the photorealistic AI2THOR simulator. Specifically, we build on the concept of Universal Successor Features with an A3C agent. We introduce the novel architectural contribution of a Successor Feature Dependant Policy (SFDP) and adopt the concept of Variational Information Bottlenecks to achieve state of the art performance. VUSFA, our final architecture, is a straightforward approach that can be implemented using our open source repository. Our approach is generalizable, showed greater stability in training, and outperformed recent approaches in terms of transfer learning ability.",0
"This article demonstrates how innovative transfer reinforcement learning techniques can be utilized to accomplish the challenging task of target-driven navigation in the photorealistic AI2THOR simulator. The study builds on the Universal Successor Features principle, with the addition of an A3C agent. A Successor Feature Dependent Policy (SFDP) is introduced as a new architectural component, and Variational Information Bottlenecks are employed to achieve state-of-the-art performance. The final architecture, VUSFA, is a simple technique that can be implemented using the authors' open-source repository. The approach is generalizable, demonstrated greater training stability, and surpassed earlier techniques in terms of transfer learning capabilities.",1
"This paper studies a recent proposal to use randomized value functions to drive exploration in reinforcement learning. These randomized value functions are generated by injecting random noise into the training data, making the approach compatible with many popular methods for estimating parameterized value functions. By providing a worst-case regret bound for tabular finite-horizon Markov decision processes, we show that planning with respect to these randomized value functions can induce provably efficient exploration.",0
"The aim of this study is to examine the proposal of utilizing randomized value functions for reinforcement learning exploration. The method involves injecting random noise into the training data to generate the value functions, which can be applied with various popular techniques for parameterized value function estimation. Our research establishes a worst-case regret bound for tabular finite-horizon Markov decision processes, demonstrating that adopting this approach can lead to efficient exploration by planning based on the randomized value functions.",1
