"This paper shows how a machine, which observes stimuli through an uncharacterized, uncalibrated channel and sensor, can glean machine-independent information (i.e., channel- and sensor-independent information) about the stimuli. First, we demonstrate that a machine defines a specific coordinate system on the stimulus state space, with the nature of that coordinate system depending on the device's channel and sensor. Thus, machines with different channels and sensors ""see"" the same stimulus trajectory through state space, but in different machine-specific coordinate systems. For a large variety of physical stimuli, statistical properties of that trajectory endow the stimulus configuration space with differential geometric structure (a metric and parallel transfer procedure), which can then be used to represent relative stimulus configurations in a coordinate-system-independent manner (and, therefore, in a channel- and sensor-independent manner). The resulting description is an ""inner"" property of the stimulus time series in the sense that it does not depend on extrinsic factors like the observer's choice of a coordinate system in which the stimulus is viewed (i.e., the observer's choice of channel and sensor). This methodology is illustrated with analytic examples and with a numerically simulated experiment. In an intelligent sensory device, this kind of representation ""engine"" could function as a ""front-end"" that passes channel/sensor-independent stimulus representations to a pattern recognition module. After a pattern recognizer has been trained in one of these devices, it could be used without change in other devices having different channels and sensors.",0
"This paper presents a method for a machine to extract information about stimuli independently from the channel and sensor used to observe them. The machine establishes a specific coordinate system for the stimulus state space, which varies depending on the channel and sensor employed. However, the statistical properties of the stimulus trajectory endow the stimulus configuration space with a differential geometric structure, allowing for a channel- and sensor-independent representation of relative stimulus configurations. This representation is an ""inner"" property of the stimulus time series and does not depend on extrinsic factors such as the observer's choice of channel and sensor. The method is demonstrated through analytic examples and a simulated experiment and could be utilized as a ""front-end"" for an intelligent sensory device's pattern recognition module. Once trained, this module could be used across different devices with varying channels and sensors without any modifications.",1
"For the last years, time-series mining has become a challenging issue for researchers. An important application lies in most monitoring purposes, which require analyzing large sets of time-series for learning usual patterns. Any deviation from this learned profile is then considered as an unexpected situation. Moreover, complex applications may involve the temporal study of several heterogeneous parameters. In that paper, we propose a method for mining heterogeneous multivariate time-series for learning meaningful patterns. The proposed approach allows for mixed time-series -- containing both pattern and non-pattern data -- such as for imprecise matches, outliers, stretching and global translating of patterns instances in time. We present the early results of our approach in the context of monitoring the health status of a person at home. The purpose is to build a behavioral profile of a person by analyzing the time variations of several quantitative or qualitative parameters recorded through a provision of sensors installed in the home.",0
"Researchers have faced challenges in time-series mining in recent years, particularly in applications requiring the analysis of large sets of time-series for identifying usual patterns and detecting unexpected situations. Furthermore, complex applications may involve the temporal study of multiple heterogeneous parameters. This paper proposes a method for mining heterogeneous multivariate time-series to identify meaningful patterns, including mixed time-series with both pattern and non-pattern data, imprecise matches, outliers, stretching, and global translating of pattern instances in time. Early results of the approach are presented in the context of monitoring a person's health at home by analyzing time variations of various quantitative or qualitative parameters recorded through sensors installed in the home to create a behavioral profile.",1
"In the computational-mechanics structural analysis of one-dimensional cellular automata the following automata-theoretic analogue of the \emph{change-point problem} from time series analysis arises: \emph{Given a string $\sigma$ and a collection $\{\mc{D}_i\}$ of finite automata, identify the regions of $\sigma$ that belong to each $\mc{D}_i$ and, in particular, the boundaries separating them.} We present two methods for solving this \emph{multi-regular language filtering problem}. The first, although providing the ideal solution, requires a stack, has a worst-case compute time that grows quadratically in $\sigma$'s length and conditions its output at any point on arbitrarily long windows of future input. The second method is to algorithmically construct a transducer that approximates the first algorithm. In contrast to the stack-based algorithm, however, the transducer requires only a finite amount of memory, runs in linear time, and gives immediate output for each letter read; it is, moreover, the best possible finite-state approximation with these three features.",0
"The analysis of one-dimensional cellular automata using computational mechanics involves a problem similar to the change-point problem in time series analysis. This problem asks for the identification of regions belonging to a given collection of finite automata, including the boundaries that separate them, within a given string. We offer two solutions to this multi-regular language filtering problem. The first solution, while optimal, relies on a stack and has a worst-case compute time that grows quadratically with the length of the string. Additionally, it requires knowledge of arbitrarily long windows of future input to produce output. The second solution involves constructing a transducer that approximates the first algorithm. Unlike the stack-based algorithm, the transducer only requires finite memory and runs in linear time, producing immediate output for each letter read. This second solution is the best possible finite-state approximation with these three features.",1
"Emergent behaviors are in the focus of recent research interest. It is then of considerable importance to investigate what optimizations suit the learning and prediction of chaotic systems, the putative candidates for emergence. We have compared L1 and L2 regularizations on predicting chaotic time series using linear recurrent neural networks. The internal representation and the weights of the networks were optimized in a unifying framework. Computational tests on different problems indicate considerable advantages for the L1 regularization: It had considerably better learning time and better interpolating capabilities. We shall argue that optimization viewed as a maximum likelihood estimation justifies our results, because L1 regularization fits heavy-tailed distributions -- an apparently general feature of emergent systems -- better.",0
"Recent research has focused on emergent behaviors, making it important to investigate which optimizations are best suited for learning and predicting chaotic systems, which are considered potential candidates for emergence. Our study compared the effectiveness of L1 and L2 regularizations in predicting chaotic time series using linear recurrent neural networks. We optimized the internal representation and weights of the networks using a unified framework. Our computational tests on various problems demonstrated that L1 regularization had significant advantages, including faster learning time and better interpolating capabilities. We argue that our results are justified by viewing optimization as a maximum likelihood estimation, as L1 regularization is better suited for fitting heavy-tailed distributions - a common characteristic of emergent systems.",1
"We present a new algorithm for discovering patterns in time series and other sequential data. We exhibit a reliable procedure for building the minimal set of hidden, Markovian states that is statistically capable of producing the behavior exhibited in the data -- the underlying process's causal states. Unlike conventional methods for fitting hidden Markov models (HMMs) to data, our algorithm makes no assumptions about the process's causal architecture (the number of hidden states and their transition structure), but rather infers it from the data. It starts with assumptions of minimal structure and introduces complexity only when the data demand it. Moreover, the causal states it infers have important predictive optimality properties that conventional HMM states lack. We introduce the algorithm, review the theory behind it, prove its asymptotic reliability, use large deviation theory to estimate its rate of convergence, and compare it to other algorithms which also construct HMMs from data. We also illustrate its behavior on an example process, and report selected numerical results from an implementation.",0
"A novel algorithm is presented for detecting patterns in sequential data, including time series. The algorithm demonstrates a dependable approach to establishing the smallest set of hidden, Markovian states that can statistically generate the behavior demonstrated in the data, known as the causal states of the underlying process. Unlike conventional methods used for fitting hidden Markov models (HMMs) to data, this algorithm does not make assumptions about the causal architecture of the process, such as the number of hidden states and their transition structure, but instead infers it from the data. It begins with minimal structure assumptions and only introduces complexity when necessary based on the data. Additionally, the causal states inferred by the algorithm possess predictive optimality properties that are absent in conventional HMM states. The algorithm is introduced, and its theory is reviewed, including proof of its asymptotic reliability and estimation of its rate of convergence using large deviation theory. Comparisons are made with other algorithms that construct HMMs from data, and an example process is used to illustrate its behavior. The implementation of the algorithm also includes selected numerical results.",1
"This paper proposes a fusion method of modalities extracted from video through a three-stream network with spatio-temporal and temporal convolutions for fine-grained action classification in sport. It is applied to TTStroke-21 dataset which consists of untrimmed videos of table tennis games. The goal is to detect and classify table tennis strokes in the videos, the first step of a bigger scheme aiming at giving feedback to the players for improving their performance. The three modalities are raw RGB data, the computed optical flow and the estimated pose of the player. The network consists of three branches with attention blocks. Features are fused at the latest stage of the network using bilinear layers. Compared to previous approaches, the use of three modalities allows faster convergence and better performances on both tasks: classification of strokes with known temporal boundaries and joint segmentation and classification. The pose is also further investigated in order to offer richer feedback to the athletes.",0
"In this article, a novel technique for fine-grained action classification in sports is proposed. The approach involves fusing modalities extracted from video data through a three-stream network with spatio-temporal and temporal convolutions. The proposed method is applied to the TTStroke-21 dataset, which comprises of untrimmed table tennis game videos, with the aim of detecting and classifying table tennis strokes. This is the first step towards a larger scheme aimed at providing players with feedback to improve their performance. The three modalities used in the network are raw RGB data, computed optical flow, and estimated player pose. The network comprises of three branches with attention blocks, and features are fused using bilinear layers at the final stage. Compared to previous methods, the use of three modalities results in faster convergence and better performance on both stroke classification and joint segmentation and classification. Moreover, the player's pose is analyzed to provide more comprehensive feedback to athletes.",1
"Establishing robust and accurate correspondences between a pair of images is a long-standing computer vision problem with numerous applications. While classically dominated by sparse methods, emerging dense approaches offer a compelling alternative paradigm that avoids the keypoint detection step. However, dense flow estimation is often inaccurate in the case of large displacements, occlusions, or homogeneous regions. In order to apply dense methods to real-world applications, such as pose estimation, image manipulation, or 3D reconstruction, it is therefore crucial to estimate the confidence of the predicted matches.   We propose the Enhanced Probabilistic Dense Correspondence Network, PDC-Net+, capable of estimating accurate dense correspondences along with a reliable confidence map. We develop a flexible probabilistic approach that jointly learns the flow prediction and its uncertainty. In particular, we parametrize the predictive distribution as a constrained mixture model, ensuring better modelling of both accurate flow predictions and outliers. Moreover, we develop an architecture and an enhanced training strategy tailored for robust and generalizable uncertainty prediction in the context of self-supervised training. Our approach obtains state-of-the-art results on multiple challenging geometric matching and optical flow datasets. We further validate the usefulness of our probabilistic confidence estimation for the tasks of pose estimation, 3D reconstruction, image-based localization, and image retrieval. Code and models are available at https://github.com/PruneTruong/DenseMatching.",0
"The problem of establishing accurate and robust correspondences between two images has been a longstanding issue in computer vision, with many practical applications. Although sparse methods have traditionally dominated this field, newer dense approaches offer an alternative paradigm that eliminates the need for keypoint detection. However, these methods can be unreliable when dealing with large displacements, occlusions, or homogeneous regions. Therefore, in order to utilize dense methods in real-world applications such as image manipulation, pose estimation, or 3D reconstruction, it is crucial to accurately estimate the confidence of the predicted matches. To address this issue, we have developed the PDC-Net+ (Enhanced Probabilistic Dense Correspondence Network), which can estimate precise dense correspondences and a dependable confidence map. Our approach involves a flexible, probabilistic method that learns the flow prediction and its uncertainty jointly. We have employed a constrained mixture model to parametrize the predictive distribution, which provides better modeling of both accurate flow predictions and outliers. Additionally, we have developed an architecture and an improved training strategy tailored for robust and generalizable uncertainty prediction during self-supervised training. Our approach has achieved state-of-the-art results on several challenging optical flow and geometric matching datasets. We have also validated the usefulness of our probabilistic confidence estimation for tasks such as image-based localization, pose estimation, 3D reconstruction, and image retrieval. The code and models for our method are available at https://github.com/PruneTruong/DenseMatching.",1
"In this paper, we propose an end-to-end learning framework for event-based motion deblurring in a self-supervised manner, where real-world events are exploited to alleviate the performance degradation caused by data inconsistency. To achieve this end, optical flows are predicted from events, with which the blurry consistency and photometric consistency are exploited to enable self-supervision on the deblurring network with real-world data. Furthermore, a piece-wise linear motion model is proposed to take into account motion non-linearities and thus leads to an accurate model for the physical formation of motion blurs in the real-world scenario. Extensive evaluation on both synthetic and real motion blur datasets demonstrates that the proposed algorithm bridges the gap between simulated and real-world motion blurs and shows remarkable performance for event-based motion deblurring in real-world scenarios.",0
